utterance_id,user_id,timestamp,uttered_text,audio_file,grammar_overall_score,grammar_error_count,grammar_error_types,vocabulary_overall_score,unique_words_count,advanced_words_count,lexical_density,pronunciation_overall_score,phoneme_error_count,intonation_score,rhythm_score,accent_similarity,fluency_overall_score,words_per_minute,filler_word_count,pause_count,avg_pause_duration,longest_fluent_segment,coherence_score,topic_relevance_score
d6e9c762-1f74-44c5-9b95-bf37808c4b3b,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-23 04:10:42.351897,Sample text for utterance 2,audio_d6e9c762-1f74-44c5-9b95-bf37808c4b3b.wav,0.766931377927867,0,[],0.604426544217195,8,3,0.543282379902109,0.957913120785794,3,0.44259735026849406,0.642758202209708,0.46016553847374103,0.21902751933614703,84,0,0,0.784002536845484,11,0.32965237493924004,0.132013333417262
9df28d91-d873-4484-867d-82f8ddf9797c,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-11 06:19:01.351897,Sample text for utterance 3,audio_9df28d91-d873-4484-867d-82f8ddf9797c.wav,0.105416682384061,3,"['preposition_usage', 'article_usage']",0.9874591649718091,14,0,0.46812025745864305,0.758154854611053,1,0.549237432849887,0.5217931887905191,0.88298641322792,0.280187168488828,64,3,2,1.8790108803242052,11,0.897715624413548,0.151831122280599
c4e036a3-2fa6-4090-b69a-fb37006a6947,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-12 01:52:23.351897,Sample text for utterance 4,audio_c4e036a3-2fa6-4090-b69a-fb37006a6947.wav,0.218386285034839,0,['subject_verb_agreement'],0.15100252532319,14,4,0.613371251056095,0.225575368743985,2,0.223775211893418,0.935739927195497,0.703286851339708,0.28725432730807704,116,0,3,0.730568224213008,26,0.7390417185450221,0.506908376026717
4daeb0d5-8ad5-41b7-ad63-cac089ce3c99,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-17 19:47:37.351897,Sample text for utterance 5,audio_4daeb0d5-8ad5-41b7-ad63-cac089ce3c99.wav,0.702820736891109,5,[],0.23921994735672003,16,5,0.572269993413924,0.60261257009889,3,0.011084007231035,0.439114398248996,0.8379666628512471,0.032908262345425,172,9,5,1.682842362578295,30,0.025690698346565,0.7973373713421751
97513389-4113-4f22-85d9-b069d4f16e7c,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-28 07:53:17.351897,Sample text for utterance 6,audio_97513389-4113-4f22-85d9-b069d4f16e7c.wav,0.09649812638902901,0,['preposition_usage'],0.8733915243866741,8,5,0.45253512691738,0.123914442165914,2,0.11675753140625401,0.9062353775251311,0.6880845972438521,0.050541512590359,144,3,3,1.638328713344562,10,0.913639656022685,0.072714009628601
64d478b0-f840-4839-bd58-7c7e5118ab4d,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-10-02 14:41:05.351897,Sample text for utterance 7,audio_64d478b0-f840-4839-bd58-7c7e5118ab4d.wav,0.75698619382674,5,['subject_verb_agreement'],0.7935055238727181,16,4,0.5180277315075761,0.14270826738668602,5,0.42947488915992704,0.805914903748791,0.13978237885315,0.6501095869195731,152,6,3,0.762887088191836,5,0.573257472623473,0.755228013318562
c4aa584d-be30-42cd-97b5-60b43d0e0e72,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-21 09:35:02.351897,Sample text for utterance 8,audio_c4aa584d-be30-42cd-97b5-60b43d0e0e72.wav,0.7492485873706991,2,[],0.27508754081368303,10,2,0.546040934166887,0.40802986916164,4,0.6755874971050181,0.490624010290841,0.8470587260268381,0.9372129196720561,99,10,5,1.1368377364561901,14,0.320153304774471,0.8871001204051531
c0674f19-d396-4401-a90b-494d9d4e0152,495df2d5-03da-4575-8cba-6bf4f7feca23,2024-09-09 12:55:43.351897,Sample text for utterance 9,audio_c0674f19-d396-4401-a90b-494d9d4e0152.wav,0.7656310746674451,1,"['preposition_usage', 'tense_usage']",0.7605475132016991,10,0,0.660200768887343,0.45455818746286103,2,0.360834263161317,0.615178470446158,0.8998114689301521,0.435355183263457,154,3,0,1.671865910574971,17,0.143086378995427,0.313719149061917
399ccf11-d753-4551-a94f-11a5e052458c,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-10-04 05:46:50.351897,Sample text for utterance 0,audio_399ccf11-d753-4551-a94f-11a5e052458c.wav,0.555281623547896,4,['preposition_usage'],0.20111697453007302,13,5,0.757758823309801,0.6132994588726971,0,0.763792109242424,0.003491165601756,0.953518539726775,0.156346360491949,61,2,0,0.982042183212909,25,0.8641584744057381,0.058909697738072
33fec2f7-7da5-48b5-b5aa-dd660c284c5f,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-27 04:40:47.351897,Sample text for utterance 1,audio_33fec2f7-7da5-48b5-b5aa-dd660c284c5f.wav,0.11312651490073601,4,[],0.822704258535068,14,4,0.7176507221431571,0.22300767477958303,4,0.37268010894906806,0.19772982925296,0.7792778462630031,0.626223910797545,109,1,3,1.27731367096603,28,0.8796091655746271,0.39489496261838103
59aad93b-4521-41ac-8ab8-b20ef06f5a7a,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-26 08:01:28.351897,Sample text for utterance 2,audio_59aad93b-4521-41ac-8ab8-b20ef06f5a7a.wav,0.8393837963167221,1,[],0.863459395050379,14,0,0.44104558915885606,0.907425404120429,0,0.874881936373269,0.648222912280152,0.182026884214809,0.559748534619048,70,3,0,0.434021241630118,18,0.09301191984071101,0.44303789446419406
47ffb6f0-82d1-421c-a9fb-9e0b8e7128f7,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-17 19:49:17.351897,Sample text for utterance 3,audio_47ffb6f0-82d1-421c-a9fb-9e0b8e7128f7.wav,0.25862981153450504,1,"['preposition_usage', 'subject_verb_agreement']",0.507503302506645,5,0,0.680213187125125,0.100951972178402,4,0.44660677041568503,0.19564042925254602,0.679673869558291,0.5976575372862231,149,9,0,1.389602551202253,6,0.340241502604262,0.9869392647048031
ffdf80d0-21f9-4383-baa4-886c5b8c562a,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-22 19:02:04.351897,Sample text for utterance 4,audio_ffdf80d0-21f9-4383-baa4-886c5b8c562a.wav,0.763304051618626,2,['tense_usage'],0.26533806605889904,6,4,0.5933258187806421,0.035258195670819004,2,0.8100277526319071,0.507448822396914,0.8926514500826631,0.24866742122458702,76,7,1,0.8544127022087591,16,0.8626665092907281,0.7852385163880781
04298387-55c7-4d0e-aff0-6037259ddc90,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-12 02:12:19.351897,Sample text for utterance 5,audio_04298387-55c7-4d0e-aff0-6037259ddc90.wav,0.13172525640770902,3,"['tense_usage', 'preposition_usage']",0.046057113298811,12,3,0.6619952611677911,0.737230611776419,4,0.664512092110192,0.13506724691263602,0.5756639351336651,0.09157627658226,164,5,5,0.551517707324456,8,0.151113318964608,0.166362643039443
3f86cf2b-7b5b-4686-9193-39cf1ccc4933,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-23 09:28:54.351897,Sample text for utterance 6,audio_3f86cf2b-7b5b-4686-9193-39cf1ccc4933.wav,0.21698273753667702,5,"['preposition_usage', 'article_usage']",0.8196357797356081,13,4,0.54538266689313,0.8459829413159421,2,0.109365503150219,0.674273382217426,0.9563308184537451,0.580088958424268,105,7,2,0.5660697245373121,12,0.504156258715256,0.345789414953245
cd25be36-822d-4de2-a80c-691be4c56c39,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-27 03:09:02.351897,Sample text for utterance 7,audio_cd25be36-822d-4de2-a80c-691be4c56c39.wav,0.13039330978121802,5,[],0.5816265210397861,8,1,0.7910787451398501,0.40342886194375405,0,0.6955863765018401,0.103226559610051,0.36814391313604,0.561515475365988,123,9,1,1.105975244971647,17,0.9345713966400051,0.47043794337786404
16f06048-74bc-4092-a447-1c8821a54d2d,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-19 22:17:26.351897,Sample text for utterance 8,audio_16f06048-74bc-4092-a447-1c8821a54d2d.wav,0.568797773197476,5,['subject_verb_agreement'],0.45664739963927503,15,4,0.649352987185257,0.450008245765242,0,0.460189561247129,0.9214582214144691,0.41398134469360004,0.34889755651294,177,7,5,1.290964986129924,20,0.9551065676272961,0.48133949987108704
2ff7daf7-dbe0-4a8d-8643-00f94f10e2d9,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-17 14:15:55.351897,Sample text for utterance 9,audio_2ff7daf7-dbe0-4a8d-8643-00f94f10e2d9.wav,0.9167217087947761,4,['article_usage'],0.122873782114436,14,4,0.704575709535583,0.86461328157327,3,0.629355870687863,0.7061365026120151,0.06500826319677601,0.15806992524379201,174,5,0,1.392318128398682,30,0.24460475925388103,0.6556892836263101
be8d3696-6fb7-4ffe-a9a2-90bcebab80b7,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-07 05:46:10.351897,Sample text for utterance 10,audio_be8d3696-6fb7-4ffe-a9a2-90bcebab80b7.wav,0.775001569738551,3,[],0.24666423542357102,15,1,0.6711886594883031,0.746901742045453,3,0.866116802045482,0.15362731439080202,0.225827644932959,0.5059856517080841,99,5,5,1.549511601121901,17,0.49940184830028705,0.11098717940335301
3d75498b-2bd4-4f47-9cc7-00035185116c,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-23 00:07:43.351897,Sample text for utterance 11,audio_3d75498b-2bd4-4f47-9cc7-00035185116c.wav,0.051810098952702006,0,[],0.749656523170488,7,4,0.5394064071731071,0.620725122904059,0,0.12155504249651501,0.100884986616875,0.863279934182074,0.056223269121871006,129,6,4,0.6367128198319001,5,0.08901703733903801,0.297294597189174
3e7c8b60-4c27-49e1-bbd0-2fbb23f05e85,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-12 18:40:27.351897,Sample text for utterance 12,audio_3e7c8b60-4c27-49e1-bbd0-2fbb23f05e85.wav,0.46186076009464705,3,"['subject_verb_agreement', 'article_usage']",0.11226353314824801,9,0,0.7805698022223191,0.5288015083430141,0,0.892429933681488,0.302454003250758,0.6062934054424131,0.588404666110929,131,6,4,1.369165663422943,15,0.815556074862367,0.604926505689345
60e0d8cd-840c-4ed9-8ac3-84c64fb18c20,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-23 00:47:03.351897,Sample text for utterance 13,audio_60e0d8cd-840c-4ed9-8ac3-84c64fb18c20.wav,0.8856069986363091,0,"['preposition_usage', 'article_usage']",0.241421291494667,16,4,0.45842624379232805,0.8821646158749581,2,0.9259503199914261,0.61435293173922,0.6840873402158061,0.8940536707811441,147,3,3,1.017786737799239,21,0.531244333794336,0.9362319479934661
7a7e4429-59d4-44fe-a976-8f7fa8b6d7e0,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-10-03 23:16:39.351897,Sample text for utterance 14,audio_7a7e4429-59d4-44fe-a976-8f7fa8b6d7e0.wav,0.20053644323299402,3,['article_usage'],0.332475453002179,6,4,0.49707680130325804,0.22516706400958303,5,0.708879268001239,0.563508699779092,0.9912039762041711,0.43215506493828404,179,1,4,1.607478129889961,5,0.909209365560927,0.257585560765104
3122967e-7614-49ae-ae55-f1d2073b38c2,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-16 03:13:34.351897,Sample text for utterance 15,audio_3122967e-7614-49ae-ae55-f1d2073b38c2.wav,0.39031834165469503,0,"['subject_verb_agreement', 'tense_usage']",0.31821486362634205,13,5,0.432281824325549,0.232164610096833,5,0.926431764554375,0.6037757458505061,0.102564422677066,0.9440758516574971,139,1,0,0.33009989204405704,28,0.810923179661127,0.441496969815004
c0723a15-b983-46ab-8b90-63cd0800c7d7,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-24 03:36:47.351897,Sample text for utterance 16,audio_c0723a15-b983-46ab-8b90-63cd0800c7d7.wav,0.426159771652288,2,['tense_usage'],0.05802296888725401,20,2,0.7801456380893711,0.5945240002086031,1,0.603054871865752,0.9044965825555951,0.844974724835288,0.5149591270367601,67,10,1,1.884099973615065,24,0.8365807510801171,0.62264493478431
acd99001-763f-48bf-b7fc-b1d914309d87,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-25 01:09:48.351897,Sample text for utterance 17,audio_acd99001-763f-48bf-b7fc-b1d914309d87.wav,0.7747905477696111,4,"['article_usage', 'tense_usage']",0.709629716629925,9,3,0.6999148219576551,0.943710498246856,3,0.764605995115547,0.594342929694882,0.770939974206569,0.9599713116670641,168,10,3,1.76712343642919,23,0.8368044806069,0.004480683726718
fded37f2-9a13-4d6b-8e05-97f385001318,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-10-02 09:26:00.351897,Sample text for utterance 18,audio_fded37f2-9a13-4d6b-8e05-97f385001318.wav,0.11669197551476401,4,['subject_verb_agreement'],0.673541990172499,16,1,0.692078274406975,0.6202381650585841,0,0.779792644434777,0.645683448327612,0.5583545423131631,0.7619870456912311,74,6,2,0.6493159820937661,30,0.60792755064364,0.43757571311845705
f620dee9-fdc2-4590-98b9-0507a4860871,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-06 13:43:32.351897,Sample text for utterance 19,audio_f620dee9-fdc2-4590-98b9-0507a4860871.wav,0.8797107451014521,4,['article_usage'],0.816606973570552,13,2,0.608469268627391,0.5405102130046381,0,0.707473963135106,0.6238181335713351,0.351318000566375,0.5898578391096491,107,6,5,0.5953563418773771,17,0.591377371780465,0.7938488902331351
03b99730-4ee5-45fe-bb94-9683b844ea40,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-10 10:39:53.351897,Sample text for utterance 20,audio_03b99730-4ee5-45fe-bb94-9683b844ea40.wav,0.521741539901524,5,['preposition_usage'],0.05774455912075,10,2,0.475152691570616,0.836184405658511,0,0.7852830791913921,0.8419011646848601,0.7052343538971461,0.9892770883200741,119,9,4,1.756995036531024,27,0.78274899523022,0.5105489728290631
e67d4a38-686e-41c5-81f1-a21d2683bb54,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-29 17:21:22.351897,Sample text for utterance 21,audio_e67d4a38-686e-41c5-81f1-a21d2683bb54.wav,0.09150333361592201,5,['tense_usage'],0.5692703536181101,11,4,0.47357862115847504,0.47234655294556604,0,0.975015439768364,0.042954674562411005,0.21930308057754902,0.8260726515582,129,8,2,0.9332201061279031,17,0.654233997389296,0.548922637712287
01192e5e-8a7e-4954-af60-cf0fdecb2403,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-13 19:25:46.351897,Sample text for utterance 22,audio_01192e5e-8a7e-4954-af60-cf0fdecb2403.wav,0.6692156537100911,4,['subject_verb_agreement'],0.39147263831479,19,5,0.687721838115949,0.05616771092811101,0,0.16073159960663203,0.398700512546583,0.714819980532518,0.5824755884803311,177,1,1,1.593397181504721,19,0.25251765828708,0.720659063118087
71ff8155-8bc6-4b33-ba4b-8347c7450daa,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-16 03:57:43.351897,Sample text for utterance 23,audio_71ff8155-8bc6-4b33-ba4b-8347c7450daa.wav,0.9737887622350141,2,"['preposition_usage', 'subject_verb_agreement']",0.455892077987805,16,3,0.45119009727193105,0.834676324030967,1,0.09045456305603601,0.247888284756025,0.7894062667409371,0.44361149648123904,130,4,0,1.491500087073557,7,0.38596428643277103,0.054441009590725
399dc6fe-d3e4-4bbb-8016-889fa342e432,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-16 09:05:58.351897,Sample text for utterance 24,audio_399dc6fe-d3e4-4bbb-8016-889fa342e432.wav,0.578782092497038,5,[],0.13692639359657002,9,1,0.740301772591601,0.340899724701817,0,0.6564142406640151,0.334406957627701,0.593230411111759,0.21307891533102602,128,9,4,1.961793492519655,15,0.26898577694526005,0.21048410737004003
7370a75e-d142-4f50-a368-83e3d767887b,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-29 05:17:45.351897,Sample text for utterance 25,audio_7370a75e-d142-4f50-a368-83e3d767887b.wav,0.34526844205156304,0,['subject_verb_agreement'],0.369396881672431,6,2,0.641930922930386,0.20698045676259602,4,0.7891591740511631,0.09196650943812601,0.44791257957645303,0.31631755016948104,66,0,1,1.282003066799609,11,0.22090661494075603,0.534444164985017
a8d09f6d-5e5c-4961-8ed2-ca12e30b3b53,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-21 13:09:40.351897,Sample text for utterance 0,audio_a8d09f6d-5e5c-4961-8ed2-ca12e30b3b53.wav,0.0008964845339800001,4,[],0.7733724470633221,18,3,0.47379521480316905,0.164854010233682,5,0.71398276921364,0.5880757588932101,0.649693923661488,0.576030206334035,169,2,5,1.551570661071923,24,0.043792438422483,0.818988707604118
