exercise_id,user_id,timestamp,category,subcategory,format,content_theme,difficulty,performance_score,time_taken
f4a264d5-743b-4722-83da-331aba2afb43,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-13 13:07:52.351897,pronunciation,word_stress,audio-recording,music,0.49814318133321106,0.7942508103671081,89
5fda4fe9-da0d-455e-964c-8d7c74a178a5,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-28 06:01:13.351897,vocabulary,word_choice,sentence-formation,literature,0.780285733216447,0.7706862811564981,98
398f1df9-4db1-4442-bb4c-b2e486ce96d7,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-09 12:32:27.351897,pronunciation,vowel_sounds,fill-in-the-blank,literature,0.84537135710079,0.538133438434661,30
f0d97ec4-5241-4689-8777-5167aa0422d3,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-13 20:24:25.351897,fluency,speaking_speed,sentence-formation,literature,0.7945988376760911,0.5566733341961031,273
6ae06e74-8118-4252-b345-dcf656fd31b3,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-25 10:49:26.351897,pronunciation,consonant_sounds,multiple-choice,technology,0.446122138934667,0.7528312198581301,31
2e78f776-238f-46f2-8372-c463b34104b7,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-06 05:57:57.351897,fluency,pausing,multiple-choice,sports,0.49320339591330803,0.810627505319905,144
4f9f67d9-2008-492f-8d93-7227e74c0f0f,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-29 20:56:44.351897,grammar,article_usage,sentence-formation,sports,0.747257226745711,0.5648134111114,36
cce8866d-5a81-4c25-80cc-634c5f1b9132,197b6cf3-59b6-40da-b859-dfcc93cde919,2024-09-16 08:26:42.351897,fluency,coherence,sentence-formation,technology,0.687744240282662,0.5388897887592441,288
01f5ea2a-ff09-4a49-912f-77180d4b810b,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-27 18:08:47.351897,grammar,subject_verb_agreement,fill-in-the-blank,movies,0.9253601408132971,0.6661241674357511,125
3f212d8a-4a07-4c4d-8a52-33e2eeee36db,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-10-01 06:43:56.351897,pronunciation,consonant_sounds,fill-in-the-blank,movies,0.441486846552168,0.8108178219983151,238
6542a832-e769-4d2f-9419-ff70e938d8cd,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-08 21:44:39.351897,grammar,preposition_usage,fill-in-the-blank,movies,0.7719644780746261,0.5951191609509211,167
d48acc3b-4086-49fe-81ab-b771a32ced5f,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-14 01:24:05.351897,grammar,tense_usage,sentence-formation,movies,0.33440571779641903,0.9119973014359091,126
d9f456d4-2a7f-4980-bcb4-6738188654ed,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-07 23:42:26.351897,grammar,subject_verb_agreement,sentence-formation,anime,0.778573489745482,0.868375410073952,100
88fb8a22-983c-4f12-bee6-7ab1b778e66b,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-29 11:24:21.351897,pronunciation,word_stress,sentence-formation,movies,0.889758446162179,0.9977004552933901,77
45246f03-cc1e-436d-b3e5-edc88af163f7,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-08 10:21:17.351897,pronunciation,vowel_sounds,multiple-choice,movies,0.37691766008099603,0.6829285809071141,175
fc807da9-79d8-40a6-b619-cabd5724f501,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-24 12:47:22.351897,pronunciation,intonation,multiple-choice,anime,0.324267853387235,0.636145043662056,55
44fbd9e6-c8e7-48ab-8894-d658a6a988e1,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-30 04:49:41.351897,fluency,filler_words,multiple-choice,anime,0.5009731867843841,0.9158469177065601,109
0621640d-1fa8-44e0-af0b-c96373542cd3,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-19 04:17:06.351897,grammar,preposition_usage,audio-recording,movies,0.830060540038254,0.694483543049767,125
f0145580-09af-497c-9c17-53dba6b3abec,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-17 17:11:45.351897,fluency,coherence,audio-recording,anime,0.30003422170737903,0.632595682389379,185
d8bc7559-5434-480a-8ab0-6e5cb4a1ec0d,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-06 03:37:13.351897,vocabulary,academic_vocabulary,sentence-formation,anime,0.47923410912595504,0.6020666797059321,106
adb8602d-e80e-46cf-9839-44eb8548524a,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-23 04:17:15.351897,grammar,tense_usage,audio-recording,anime,0.71619581281454,0.874096023848259,154
ff5cf59a-6a93-4ff2-91af-45add605418d,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-07 01:46:44.351897,fluency,coherence,sentence-formation,anime,0.422667165235493,0.7327186387186571,291
2ec11811-c998-4779-9967-db05e0b36694,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-23 06:24:49.351897,vocabulary,word_choice,fill-in-the-blank,anime,0.34199834152283004,0.9340389858813901,279
e482b2c6-95f0-47f0-9d33-c67503f37809,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-16 09:14:44.351897,vocabulary,word_choice,multiple-choice,movies,0.8901048765342131,0.7422306828399851,57
67226b54-95a2-47a3-acb8-fc18d06fea7c,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-30 03:06:53.351897,grammar,subject_verb_agreement,fill-in-the-blank,anime,0.39669629874898704,0.6828302440317681,246
f3aeb0e6-9dbb-4d56-b75f-160bc5871edd,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-17 01:09:16.351897,pronunciation,vowel_sounds,multiple-choice,movies,0.9169739684510361,0.7139720606026481,245
b3926e45-bb23-4702-812f-2cba70386a43,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-29 21:41:34.351897,vocabulary,idiomatic_expressions,audio-recording,anime,0.355161017338919,0.7236543993078921,152
983dc0fc-0b9f-43ac-ac38-51a07bb0d1e6,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-30 07:10:43.351897,grammar,tense_usage,audio-recording,anime,0.19601911616598502,0.786193152622903,157
7a396377-3b28-4415-9e43-e85d8952d716,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-10-04 17:30:41.351897,pronunciation,consonant_sounds,audio-recording,movies,0.851404876946048,0.505419811789469,201
7afacc5e-4bf4-42d8-a305-5eb461fc2f5a,8c5cca48-d81c-4f67-a35e-22f11fbb000d,2024-09-08 14:45:30.351897,pronunciation,consonant_sounds,fill-in-the-blank,anime,0.5307888164903131,0.538062753792508,264
bdb1e1e6-ece5-42a9-b10e-15ec63cd03a9,0ea47e6d-1daf-428a-affe-47a0e4c975f8,2024-09-25 16:26:13.351897,fluency,filler_words,audio-recording,music,0.8824416102137671,0.7231505394663791,296
6b3e1589-d760-437f-ab9f-0d3c08ffadb7,0ea47e6d-1daf-428a-affe-47a0e4c975f8,2024-09-17 20:46:41.351897,vocabulary,idiomatic_expressions,audio-recording,music,0.46094642915065703,0.887170844544191,232
f15c1108-9484-4ce7-9d73-50fbd30e9db1,0ea47e6d-1daf-428a-affe-47a0e4c975f8,2024-10-03 21:26:23.351897,grammar,preposition_usage,sentence-formation,music,0.597404753957775,0.6780130874912821,170
ae6fcaf2-0e6d-49d9-87b5-56bfc08d5b1c,0ea47e6d-1daf-428a-affe-47a0e4c975f8,2024-09-29 11:12:35.351897,pronunciation,word_stress,multiple-choice,anime,0.140989545772975,0.6455375895634761,279
03bbd51e-4c83-443a-bbb1-01194f154a70,0ea47e6d-1daf-428a-affe-47a0e4c975f8,2024-09-29 04:23:06.351897,vocabulary,collocations,fill-in-the-blank,anime,0.25257378020875104,0.9811115338073361,224
f6129c95-3c60-49e3-b300-7393de8a14ac,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-14 07:27:44.351897,fluency,filler_words,multiple-choice,music,0.793840157193311,0.7657257189027861,165
a466b907-43d6-4c34-8a1a-1580e0b59555,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-22 23:25:10.351897,pronunciation,vowel_sounds,multiple-choice,music,0.8606373716171131,0.8984911094047031,58
4077bd0e-d745-4631-9a4a-96e6ff0701a9,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-19 01:26:19.351897,pronunciation,vowel_sounds,audio-recording,technology,0.559310239270821,0.598275667081662,251
75632a90-f984-429b-beb4-a7c6124645f8,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-23 04:03:38.351897,fluency,pausing,sentence-formation,technology,0.536798824693983,0.510948375974008,248
e3ba09c0-ea66-4ec1-8c96-f5dae60d49b3,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-11 11:52:48.351897,fluency,filler_words,sentence-formation,movies,0.40724709726124503,0.8798385858214811,163
7e997725-87ea-427d-a506-93167678ff87,620eef30-6557-4da4-a0ed-3d86747607ef,2024-10-04 00:24:13.351897,vocabulary,academic_vocabulary,sentence-formation,technology,0.8039497299822561,0.5320820742205751,133
257e3b0c-81ad-4a23-834b-b9e07d2ee2fc,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-18 10:36:28.351897,grammar,tense_usage,sentence-formation,technology,0.7828692675698,0.710940684755187,214
c8340793-1543-45a2-b3b8-c5fd91e80dab,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-11 15:23:05.351897,grammar,article_usage,sentence-formation,music,0.993057475486642,0.839273115090827,270
7f1fbe5b-16eb-43df-bf15-0f096aa6e2a6,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-08 16:44:22.351897,fluency,pausing,sentence-formation,music,0.785850912931208,0.996049490889745,145
34db7a08-581a-40d3-a6de-61497e045214,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-23 18:18:20.351897,vocabulary,idiomatic_expressions,audio-recording,movies,0.425041225168421,0.7392527970546241,171
58921f2c-8954-4cbe-93b6-deec02aea163,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-21 02:00:03.351897,grammar,subject_verb_agreement,audio-recording,travel,0.80951519200997,0.653309719670921,138
db2efe02-ad4b-41ec-a9d3-bb8be8f2fe1b,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-24 22:28:16.351897,vocabulary,academic_vocabulary,fill-in-the-blank,movies,0.96861682291738,0.78963108939975,94
a64a1fd0-ca3c-46af-a1ae-76f76d94ce18,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-06 07:39:48.351897,fluency,speaking_speed,sentence-formation,music,0.842309311600097,0.6325258150978761,262
4f5d5b8c-a35c-49e8-ad68-f2da97d3c829,620eef30-6557-4da4-a0ed-3d86747607ef,2024-10-01 14:06:33.351897,pronunciation,consonant_sounds,fill-in-the-blank,travel,0.455790972481496,0.8299276725826311,230
d10ac985-2304-4425-9910-d2b5b5d89d47,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-25 16:06:26.351897,grammar,preposition_usage,fill-in-the-blank,travel,0.194713670182836,0.801096232208493,269
498e0925-f1c3-402a-9b26-b8c9cac7eb93,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-10 00:15:38.351897,vocabulary,word_choice,fill-in-the-blank,technology,0.5571496216314681,0.8906877755575421,204
16d93ee1-841a-47d6-a8d4-f1bc97deea07,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-18 16:11:23.351897,vocabulary,word_choice,multiple-choice,technology,0.556696724026396,0.8629016959531981,265
3fd652b1-0c9b-41a9-b750-18d243c99eb6,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-09 14:07:11.351897,vocabulary,word_choice,sentence-formation,travel,0.515468782839288,0.731998244518482,91
46981fbd-a9c0-48e5-afc0-0c44cc433860,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-09 16:16:34.351897,vocabulary,academic_vocabulary,audio-recording,technology,0.34321930297004105,0.7197010533779941,78
88b53608-3a2f-470c-b84b-82f13df10604,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-18 14:31:36.351897,pronunciation,vowel_sounds,fill-in-the-blank,music,0.841960456158467,0.8330844788917771,145
0c5268bb-ca7e-4b67-8f11-6217457f6008,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-21 08:27:31.351897,fluency,coherence,sentence-formation,technology,0.242782916899126,0.572663490747207,263
606fd9ed-29dd-4034-b85c-84963123cf60,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-27 03:41:44.351897,vocabulary,academic_vocabulary,multiple-choice,music,0.212216536295968,0.7811944720398311,153
e768c848-9684-4f53-84f1-733067c021e6,620eef30-6557-4da4-a0ed-3d86747607ef,2024-09-25 13:33:11.351897,pronunciation,vowel_sounds,multiple-choice,technology,0.18569984247957003,0.714394724390171,300
1368ea0a-3f3d-466b-8c3c-a29e21d74df2,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-24 12:04:44.351897,pronunciation,intonation,audio-recording,technology,0.36858097305820803,0.7069541202509381,237
c493d9b4-ad69-49e2-bfa7-080e565ec24a,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-26 16:32:27.351897,vocabulary,idiomatic_expressions,sentence-formation,movies,0.9739827503271641,0.7557102800945401,257
ffdd31e4-84a3-40a2-89f5-8b66ff9084da,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-26 13:58:57.351897,fluency,coherence,sentence-formation,cooking,0.972828907943848,0.8446359058344991,277
d032f652-4152-48cc-9467-b2024161b3ff,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-20 12:40:30.351897,vocabulary,collocations,audio-recording,movies,0.18845526103822702,0.739382156381435,205
73245bdf-f532-47e9-9b17-ee9612ded815,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-25 16:19:30.351897,fluency,filler_words,fill-in-the-blank,technology,0.8605255934099061,0.8958306967035791,287
524538b1-e59f-4f89-9b20-cf6e488f1e9e,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-14 04:05:37.351897,grammar,subject_verb_agreement,fill-in-the-blank,technology,0.812963944529091,0.8481157450636481,242
246526b0-0271-4663-940e-677fabbb4fe0,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-17 15:51:38.351897,pronunciation,vowel_sounds,sentence-formation,sports,0.7994216327721361,0.959926849852863,280
613c7b45-2495-4296-b1be-1b698a438012,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-10-01 17:46:46.351897,vocabulary,idiomatic_expressions,sentence-formation,movies,0.9554563490763941,0.7943632151415011,246
5f0b2b53-d289-4d15-af9c-2110a4f42683,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-28 03:49:20.351897,fluency,coherence,sentence-formation,sports,0.8857971920383421,0.800175420473729,201
7b114dc3-1c1a-4d85-ade5-c07d4bd69d30,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-10-04 16:37:32.351897,grammar,article_usage,audio-recording,cooking,0.272872768074775,0.598699501999431,166
4dfe02fb-9539-4017-8e73-d5562b5295c6,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-07 12:31:03.351897,pronunciation,word_stress,fill-in-the-blank,sports,0.6408948952825431,0.7200232950076081,163
18c1cd7f-ebdd-4179-ac18-0971ebc01a13,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-05 11:35:51.351897,vocabulary,academic_vocabulary,fill-in-the-blank,movies,0.840590347029967,0.775515552801409,251
3dfa5951-aa2c-4849-9707-d9e7a5888cb1,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-30 17:14:35.351897,fluency,coherence,sentence-formation,technology,0.520992645579747,0.7840851998274471,248
abe4f8b1-a111-4d06-87f7-d8991fde21cf,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-05 16:55:48.351897,grammar,preposition_usage,multiple-choice,cooking,0.5097135587996471,0.699167630636769,203
17ccbde7-f4d3-46e7-beaf-b8eceaf38645,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-10-01 04:26:43.351897,vocabulary,idiomatic_expressions,multiple-choice,cooking,0.8705984156097271,0.8931562873718131,107
849415e1-2331-4e9d-aa13-b0d37ba9b442,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-28 06:40:51.351897,vocabulary,idiomatic_expressions,fill-in-the-blank,movies,0.525575776973653,0.717733013634261,37
cd093119-64d1-4382-863c-08fccb4e4d0e,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-06 22:51:27.351897,pronunciation,word_stress,fill-in-the-blank,cooking,0.27252637514814004,0.561349686697265,52
3b1534a0-f61f-49b7-9ba7-52801ad39e08,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-29 14:24:41.351897,grammar,article_usage,fill-in-the-blank,movies,0.396475433969036,0.5226716008069691,165
84b9e81f-c0d1-4345-a60d-ee503aa4b099,af29a194-1e6d-4d4e-98d7-f861bcf51821,2024-09-07 20:37:08.351897,pronunciation,word_stress,fill-in-the-blank,cooking,0.978444800858937,0.7192678776770861,156
