user_id,country,age_band,proficiency_level,interests,cefr_level,overall_progress,total_practice_time,exercises_completed,daily_active_days,weekly_active_days,total_sessions,avg_session_duration,current_focus,adaptive_difficulty,personalized_goals,engagement_score_x,grammar_overall_score,vocabulary_overall_score,pronunciation_overall_score,fluency_overall_score,error_freq_fluency,error_freq_grammar,error_freq_pronunciation,error_freq_vocabulary,performance_score,timestamp,recent_grammar_errors,vocab_improvement,fluency_trend,engagement_score_y,error_freq_a_c,error_freq_a_r,error_freq_c_o,error_freq_c_o,error_freq_c_o,error_freq_f_i,error_freq_i_d,error_freq_i_n,error_freq_p_a,error_freq_p_r,error_freq_s_p,error_freq_s_u,error_freq_t_e,error_freq_v_o,error_freq_w_o,error_freq_w_o,performance_score_ma,days_active,total_utterances,sessions_per_week
197b6cf3-59b6-40da-b859-dfcc93cde919,Nigeria,45-54,Intermediate,"['technology', 'music', 'sports', 'literature']",A2,0.336706686724539,567,154,18,1,16,13,vocabulary,0.680295107887899,['pronunciation'],0.460438017177221,0.4860436023075195,0.42023704022866004,0.5332065139544887,0.5210499517196717,7,10,7,9,0.7534606030412189,2024-10-04 19:59:15.351897,[],0.140643082095526,-0.091192766306021,0.8656704444492941,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0.6447670518489564,27,26,6.7407407407407405
197b6cf3-59b6-40da-b859-dfcc93cde919,Nigeria,45-54,Intermediate,"['technology', 'music', 'sports', 'literature']",A2,0.336706686724539,567,154,18,1,16,13,vocabulary,0.680295107887899,['pronunciation'],0.460438017177221,0.4860436023075195,0.42023704022866004,0.5332065139544887,0.5210499517196717,7,10,7,9,0.7534606030412189,2024-10-04 19:59:15.351897,[],0.140643082095526,-0.091192766306021,0.8656704444492941,5,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0.6447670518489564,27,26,6.7407407407407405
8c5cca48-d81c-4f67-a35e-22f11fbb000d,USA,55+,Intermediate,"['movies', 'anime']",B1,0.064931119950407,2716,77,4,1,18,19,vocabulary,0.593066149522676,"['grammar', 'vocabulary']",0.803339902008941,0.5299265230182968,0.5566799808144294,0.3908655000475241,0.46391526525009086,18,10,11,13,0.738518978092933,2024-10-04 19:59:15.351897,"['article_usage', 'subject_verb_agreement']",0.109043683097645,-0.066287501009661,0.8099309271032891,0,0,4,0,0,3,0,0,6,0,5,0,0,0,0,0,0.653460435623084,26,39,10.5
8c5cca48-d81c-4f67-a35e-22f11fbb000d,USA,55+,Intermediate,"['movies', 'anime']",B1,0.064931119950407,2716,77,4,1,18,19,vocabulary,0.593066149522676,"['grammar', 'vocabulary']",0.803339902008941,0.5299265230182968,0.5566799808144294,0.3908655000475241,0.46391526525009086,18,10,11,13,0.738518978092933,2024-10-04 19:59:15.351897,"['article_usage', 'subject_verb_agreement']",0.109043683097645,-0.066287501009661,0.8099309271032891,0,1,0,0,0,0,0,0,0,3,0,4,2,0,0,0,0.653460435623084,26,39,10.5
8c5cca48-d81c-4f67-a35e-22f11fbb000d,USA,55+,Intermediate,"['movies', 'anime']",B1,0.064931119950407,2716,77,4,1,18,19,vocabulary,0.593066149522676,"['grammar', 'vocabulary']",0.803339902008941,0.5299265230182968,0.5566799808144294,0.3908655000475241,0.46391526525009086,18,10,11,13,0.738518978092933,2024-10-04 19:59:15.351897,"['article_usage', 'subject_verb_agreement']",0.109043683097645,-0.066287501009661,0.8099309271032891,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,3,0.653460435623084,26,39,10.5
8c5cca48-d81c-4f67-a35e-22f11fbb000d,USA,55+,Intermediate,"['movies', 'anime']",B1,0.064931119950407,2716,77,4,1,18,19,vocabulary,0.593066149522676,"['grammar', 'vocabulary']",0.803339902008941,0.5299265230182968,0.5566799808144294,0.3908655000475241,0.46391526525009086,18,10,11,13,0.738518978092933,2024-10-04 19:59:15.351897,"['article_usage', 'subject_verb_agreement']",0.109043683097645,-0.066287501009661,0.8099309271032891,3,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0.653460435623084,26,39,10.5
0ea47e6d-1daf-428a-affe-47a0e4c975f8,France,25-34,Intermediate,"['anime', 'music']",B2,0.198868911580664,2057,377,9,5,16,27,fluency,0.8577474638425711,"['fluency', 'grammar']",0.7970027884206141,0.5007490393362163,0.4503959359916724,0.5555483966954061,0.5736327652591412,11,7,10,8,0.7829967189745328,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.143557026061399,-0.022981936619131,0.461639913711005,0,0,3,0,0,1,0,0,5,0,2,0,0,0,0,0,0.7829967189745328,26,30,8.076923076923077
0ea47e6d-1daf-428a-affe-47a0e4c975f8,France,25-34,Intermediate,"['anime', 'music']",B2,0.198868911580664,2057,377,9,5,16,27,fluency,0.8577474638425711,"['fluency', 'grammar']",0.7970027884206141,0.5007490393362163,0.4503959359916724,0.5555483966954061,0.5736327652591412,11,7,10,8,0.7829967189745328,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.143557026061399,-0.022981936619131,0.461639913711005,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0.7829967189745328,26,30,8.076923076923077
0ea47e6d-1daf-428a-affe-47a0e4c975f8,France,25-34,Intermediate,"['anime', 'music']",B2,0.198868911580664,2057,377,9,5,16,27,fluency,0.8577474638425711,"['fluency', 'grammar']",0.7970027884206141,0.5007490393362163,0.4503959359916724,0.5555483966954061,0.5736327652591412,11,7,10,8,0.7829967189745328,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.143557026061399,-0.022981936619131,0.461639913711005,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,4,0.7829967189745328,26,30,8.076923076923077
0ea47e6d-1daf-428a-affe-47a0e4c975f8,France,25-34,Intermediate,"['anime', 'music']",B2,0.198868911580664,2057,377,9,5,16,27,fluency,0.8577474638425711,"['fluency', 'grammar']",0.7970027884206141,0.5007490393362163,0.4503959359916724,0.5555483966954061,0.5736327652591412,11,7,10,8,0.7829967189745328,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.143557026061399,-0.022981936619131,0.461639913711005,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0.7829967189745328,26,30,8.076923076923077
620eef30-6557-4da4-a0ed-3d86747607ef,Japan,25-34,Intermediate,"['movies', 'music', 'travel', 'technology']",C1,0.8544388454853441,2971,47,21,5,31,5,grammar,0.143642881700367,['fluency'],0.6480187997978221,0.36540402689301965,0.4635742354459031,0.5108680337838516,0.5270480486335368,9,4,8,5,0.751478003636151,2024-10-04 19:59:15.351897,['preposition_usage'],-0.022169175561603,-0.021207644206332,0.917262685947526,0,0,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0.7242076438893961,27,19,4.925925925925926
620eef30-6557-4da4-a0ed-3d86747607ef,Japan,25-34,Intermediate,"['movies', 'music', 'travel', 'technology']",C1,0.8544388454853441,2971,47,21,5,31,5,grammar,0.143642881700367,['fluency'],0.6480187997978221,0.36540402689301965,0.4635742354459031,0.5108680337838516,0.5270480486335368,9,4,8,5,0.751478003636151,2024-10-04 19:59:15.351897,['preposition_usage'],-0.022169175561603,-0.021207644206332,0.917262685947526,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.7242076438893961,27,19,4.925925925925926
620eef30-6557-4da4-a0ed-3d86747607ef,Japan,25-34,Intermediate,"['movies', 'music', 'travel', 'technology']",C1,0.8544388454853441,2971,47,21,5,31,5,grammar,0.143642881700367,['fluency'],0.6480187997978221,0.36540402689301965,0.4635742354459031,0.5108680337838516,0.5270480486335368,9,4,8,5,0.751478003636151,2024-10-04 19:59:15.351897,['preposition_usage'],-0.022169175561603,-0.021207644206332,0.917262685947526,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0.7242076438893961,27,19,4.925925925925926
620eef30-6557-4da4-a0ed-3d86747607ef,Japan,25-34,Intermediate,"['movies', 'music', 'travel', 'technology']",C1,0.8544388454853441,2971,47,21,5,31,5,grammar,0.143642881700367,['fluency'],0.6480187997978221,0.36540402689301965,0.4635742354459031,0.5108680337838516,0.5270480486335368,9,4,8,5,0.751478003636151,2024-10-04 19:59:15.351897,['preposition_usage'],-0.022169175561603,-0.021207644206332,0.917262685947526,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.7242076438893961,27,19,4.925925925925926
af29a194-1e6d-4d4e-98d7-f861bcf51821,Brazil,25-34,Intermediate,"['sports', 'movies', 'cooking', 'technology']",A2,0.289810832746522,585,208,5,4,45,6,grammar,0.861687982921563,"['fluency', 'vocabulary']",0.251337531764414,0.4091700354601753,0.49819464752599163,0.534793616728092,0.6576036960310447,10,10,10,7,0.7439743730434758,2024-10-04 19:59:15.351897,['preposition_usage'],0.028340644489735,0.038634410243698,0.316783604904337,0,0,4,0,0,3,0,0,1,0,2,0,0,0,0,0,0.7002655903951114,27,34,8.814814814814815
af29a194-1e6d-4d4e-98d7-f861bcf51821,Brazil,25-34,Intermediate,"['sports', 'movies', 'cooking', 'technology']",A2,0.289810832746522,585,208,5,4,45,6,grammar,0.861687982921563,"['fluency', 'vocabulary']",0.251337531764414,0.4091700354601753,0.49819464752599163,0.534793616728092,0.6576036960310447,10,10,10,7,0.7439743730434758,2024-10-04 19:59:15.351897,['preposition_usage'],0.028340644489735,0.038634410243698,0.316783604904337,0,1,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0.7002655903951114,27,34,8.814814814814815
af29a194-1e6d-4d4e-98d7-f861bcf51821,Brazil,25-34,Intermediate,"['sports', 'movies', 'cooking', 'technology']",A2,0.289810832746522,585,208,5,4,45,6,grammar,0.861687982921563,"['fluency', 'vocabulary']",0.251337531764414,0.4091700354601753,0.49819464752599163,0.534793616728092,0.6576036960310447,10,10,10,7,0.7439743730434758,2024-10-04 19:59:15.351897,['preposition_usage'],0.028340644489735,0.038634410243698,0.316783604904337,0,0,0,0,1,0,0,3,0,0,0,0,0,5,0,1,0.7002655903951114,27,34,8.814814814814815
af29a194-1e6d-4d4e-98d7-f861bcf51821,Brazil,25-34,Intermediate,"['sports', 'movies', 'cooking', 'technology']",A2,0.289810832746522,585,208,5,4,45,6,grammar,0.861687982921563,"['fluency', 'vocabulary']",0.251337531764414,0.4091700354601753,0.49819464752599163,0.534793616728092,0.6576036960310447,10,10,10,7,0.7439743730434758,2024-10-04 19:59:15.351897,['preposition_usage'],0.028340644489735,0.038634410243698,0.316783604904337,1,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0.7002655903951114,27,34,8.814814814814815
b396311c-c0a5-4cea-9175-e9f1eb3979cc,Brazil,35-44,Intermediate,"['cooking', 'anime', 'sports', 'travel', 'music']",A1,0.089752515907884,1887,174,14,7,60,23,pronunciation,0.115592737427174,"['vocabulary', 'grammar']",0.12099791758142,0.5068174798452874,0.4551299600629607,0.5855734796531653,0.43835666303816884,17,16,16,14,0.7733576842266453,2024-10-04 19:59:15.351897,['article_usage'],-0.006102587873277,-0.018393003566553,0.085178889370836,0,0,4,0,0,3,0,0,5,0,5,0,0,0,0,0,0.8069590930254027,29,50,12.068965517241379
b396311c-c0a5-4cea-9175-e9f1eb3979cc,Brazil,35-44,Intermediate,"['cooking', 'anime', 'sports', 'travel', 'music']",A1,0.089752515907884,1887,174,14,7,60,23,pronunciation,0.115592737427174,"['vocabulary', 'grammar']",0.12099791758142,0.5068174798452874,0.4551299600629607,0.5855734796531653,0.43835666303816884,17,16,16,14,0.7733576842266453,2024-10-04 19:59:15.351897,['article_usage'],-0.006102587873277,-0.018393003566553,0.085178889370836,0,3,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0.8069590930254027,29,50,12.068965517241379
b396311c-c0a5-4cea-9175-e9f1eb3979cc,Brazil,35-44,Intermediate,"['cooking', 'anime', 'sports', 'travel', 'music']",A1,0.089752515907884,1887,174,14,7,60,23,pronunciation,0.115592737427174,"['vocabulary', 'grammar']",0.12099791758142,0.5068174798452874,0.4551299600629607,0.5855734796531653,0.43835666303816884,17,16,16,14,0.7733576842266453,2024-10-04 19:59:15.351897,['article_usage'],-0.006102587873277,-0.018393003566553,0.085178889370836,0,0,0,0,5,0,0,7,0,0,0,0,0,2,0,2,0.8069590930254027,29,50,12.068965517241379
b396311c-c0a5-4cea-9175-e9f1eb3979cc,Brazil,35-44,Intermediate,"['cooking', 'anime', 'sports', 'travel', 'music']",A1,0.089752515907884,1887,174,14,7,60,23,pronunciation,0.115592737427174,"['vocabulary', 'grammar']",0.12099791758142,0.5068174798452874,0.4551299600629607,0.5855734796531653,0.43835666303816884,17,16,16,14,0.7733576842266453,2024-10-04 19:59:15.351897,['article_usage'],-0.006102587873277,-0.018393003566553,0.085178889370836,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0.8069590930254027,29,50,12.068965517241379
1cbb8c4a-880c-4d09-827b-90cb9e17a48f,Brazil,35-44,Intermediate,"['travel', 'cooking', 'movies']",B1,0.376283375679413,1884,527,29,6,46,27,grammar,0.7919353052869861,['fluency'],0.5385948939087031,0.4670123355835881,0.4976924920348221,0.5919243912963459,0.5396482674583283,11,10,11,12,0.8105161789889375,2024-10-04 19:59:15.351897,[],0.078160026853627,0.111651177176482,0.8771600553165341,0,0,3,0,0,1,0,0,2,0,5,0,0,0,0,0,0.7457322780766384,29,36,8.689655172413792
1cbb8c4a-880c-4d09-827b-90cb9e17a48f,Brazil,35-44,Intermediate,"['travel', 'cooking', 'movies']",B1,0.376283375679413,1884,527,29,6,46,27,grammar,0.7919353052869861,['fluency'],0.5385948939087031,0.4670123355835881,0.4976924920348221,0.5919243912963459,0.5396482674583283,11,10,11,12,0.8105161789889375,2024-10-04 19:59:15.351897,[],0.078160026853627,0.111651177176482,0.8771600553165341,0,3,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0.7457322780766384,29,36,8.689655172413792
1cbb8c4a-880c-4d09-827b-90cb9e17a48f,Brazil,35-44,Intermediate,"['travel', 'cooking', 'movies']",B1,0.376283375679413,1884,527,29,6,46,27,grammar,0.7919353052869861,['fluency'],0.5385948939087031,0.4670123355835881,0.4976924920348221,0.5919243912963459,0.5396482674583283,11,10,11,12,0.8105161789889375,2024-10-04 19:59:15.351897,[],0.078160026853627,0.111651177176482,0.8771600553165341,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,1,0.7457322780766384,29,36,8.689655172413792
1cbb8c4a-880c-4d09-827b-90cb9e17a48f,Brazil,35-44,Intermediate,"['travel', 'cooking', 'movies']",B1,0.376283375679413,1884,527,29,6,46,27,grammar,0.7919353052869861,['fluency'],0.5385948939087031,0.4670123355835881,0.4976924920348221,0.5919243912963459,0.5396482674583283,11,10,11,12,0.8105161789889375,2024-10-04 19:59:15.351897,[],0.078160026853627,0.111651177176482,0.8771600553165341,2,0,0,1,0,0,3,0,0,0,0,0,0,0,6,0,0.7457322780766384,29,36,8.689655172413792
da1163bf-4547-4ae3-9e13-aebf014d46b8,USA,55+,Intermediate,"['anime', 'movies', 'technology']",B1,0.969058286925232,1641,477,18,6,90,25,pronunciation,0.7190857979509501,"['grammar', 'pronunciation', 'fluency']",0.36395291723925,0.5797436796249605,0.47638175542134065,0.4299199051998704,0.5609363345634734,13,18,15,15,0.7448121409496891,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.149766186175414,0.10901637321897,0.138645136607417,0,0,4,0,0,3,0,0,4,0,2,0,0,0,0,0,0.6321544159136551,29,36,8.689655172413792
da1163bf-4547-4ae3-9e13-aebf014d46b8,USA,55+,Intermediate,"['anime', 'movies', 'technology']",B1,0.969058286925232,1641,477,18,6,90,25,pronunciation,0.7190857979509501,"['grammar', 'pronunciation', 'fluency']",0.36395291723925,0.5797436796249605,0.47638175542134065,0.4299199051998704,0.5609363345634734,13,18,15,15,0.7448121409496891,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.149766186175414,0.10901637321897,0.138645136607417,0,5,0,0,0,0,0,0,0,2,0,3,8,0,0,0,0.6321544159136551,29,36,8.689655172413792
da1163bf-4547-4ae3-9e13-aebf014d46b8,USA,55+,Intermediate,"['anime', 'movies', 'technology']",B1,0.969058286925232,1641,477,18,6,90,25,pronunciation,0.7190857979509501,"['grammar', 'pronunciation', 'fluency']",0.36395291723925,0.5797436796249605,0.47638175542134065,0.4299199051998704,0.5609363345634734,13,18,15,15,0.7448121409496891,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.149766186175414,0.10901637321897,0.138645136607417,0,0,0,0,2,0,0,4,0,0,0,0,0,3,0,6,0.6321544159136551,29,36,8.689655172413792
da1163bf-4547-4ae3-9e13-aebf014d46b8,USA,55+,Intermediate,"['anime', 'movies', 'technology']",B1,0.969058286925232,1641,477,18,6,90,25,pronunciation,0.7190857979509501,"['grammar', 'pronunciation', 'fluency']",0.36395291723925,0.5797436796249605,0.47638175542134065,0.4299199051998704,0.5609363345634734,13,18,15,15,0.7448121409496891,2024-10-04 19:59:15.351897,['subject_verb_agreement'],0.149766186175414,0.10901637321897,0.138645136607417,6,0,0,2,0,0,4,0,0,0,0,0,0,0,3,0,0.6321544159136551,29,36,8.689655172413792
6e43f566-f99a-40dd-a246-4c63ac6ee7af,Japan,25-34,Intermediate,"['literature', 'anime']",C2,0.149954636711393,1530,500,29,7,61,15,pronunciation,0.7202455472283781,['fluency'],0.132718114303755,0.5379007649620059,0.5701791566471591,0.5112697164606655,0.3926981066099058,9,7,5,10,0.7686721024104788,2024-10-04 19:59:15.351897,['preposition_usage'],0.066107989954168,0.047113851650781,0.5454240581517911,0,0,2,0,0,2,0,0,1,0,4,0,0,0,0,0,0.8354134191098017,28,30,7.5
6e43f566-f99a-40dd-a246-4c63ac6ee7af,Japan,25-34,Intermediate,"['literature', 'anime']",C2,0.149954636711393,1530,500,29,7,61,15,pronunciation,0.7202455472283781,['fluency'],0.132718114303755,0.5379007649620059,0.5701791566471591,0.5112697164606655,0.3926981066099058,9,7,5,10,0.7686721024104788,2024-10-04 19:59:15.351897,['preposition_usage'],0.066107989954168,0.047113851650781,0.5454240581517911,0,1,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0.8354134191098017,28,30,7.5
6e43f566-f99a-40dd-a246-4c63ac6ee7af,Japan,25-34,Intermediate,"['literature', 'anime']",C2,0.149954636711393,1530,500,29,7,61,15,pronunciation,0.7202455472283781,['fluency'],0.132718114303755,0.5379007649620059,0.5701791566471591,0.5112697164606655,0.3926981066099058,9,7,5,10,0.7686721024104788,2024-10-04 19:59:15.351897,['preposition_usage'],0.066107989954168,0.047113851650781,0.5454240581517911,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0.8354134191098017,28,30,7.5
6e43f566-f99a-40dd-a246-4c63ac6ee7af,Japan,25-34,Intermediate,"['literature', 'anime']",C2,0.149954636711393,1530,500,29,7,61,15,pronunciation,0.7202455472283781,['fluency'],0.132718114303755,0.5379007649620059,0.5701791566471591,0.5112697164606655,0.3926981066099058,9,7,5,10,0.7686721024104788,2024-10-04 19:59:15.351897,['preposition_usage'],0.066107989954168,0.047113851650781,0.5454240581517911,3,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0.8354134191098017,28,30,7.5
748faaf1-3227-4e09-bf7a-ed2910e64cef,France,18-24,Intermediate,"['movies', 'literature', 'cooking', 'technology']",A2,0.7821891069139091,2829,19,10,4,38,18,vocabulary,0.571169713759901,"['fluency', 'pronunciation']",0.914849223519686,0.5062306685937134,0.58993661245306,0.46361871135731936,0.475046262744297,21,17,16,16,0.6879452387826093,2024-10-04 19:59:15.351897,"['preposition_usage', 'article_usage']",0.055252747454447,0.187907947236008,0.7729072480130871,0,0,5,0,0,2,0,0,7,0,7,0,0,0,0,0,0.6056094259710222,29,48,11.586206896551722
748faaf1-3227-4e09-bf7a-ed2910e64cef,France,18-24,Intermediate,"['movies', 'literature', 'cooking', 'technology']",A2,0.7821891069139091,2829,19,10,4,38,18,vocabulary,0.571169713759901,"['fluency', 'pronunciation']",0.914849223519686,0.5062306685937134,0.58993661245306,0.46361871135731936,0.475046262744297,21,17,16,16,0.6879452387826093,2024-10-04 19:59:15.351897,"['preposition_usage', 'article_usage']",0.055252747454447,0.187907947236008,0.7729072480130871,0,4,0,0,0,0,0,0,0,2,0,7,4,0,0,0,0.6056094259710222,29,48,11.586206896551722
748faaf1-3227-4e09-bf7a-ed2910e64cef,France,18-24,Intermediate,"['movies', 'literature', 'cooking', 'technology']",A2,0.7821891069139091,2829,19,10,4,38,18,vocabulary,0.571169713759901,"['fluency', 'pronunciation']",0.914849223519686,0.5062306685937134,0.58993661245306,0.46361871135731936,0.475046262744297,21,17,16,16,0.6879452387826093,2024-10-04 19:59:15.351897,"['preposition_usage', 'article_usage']",0.055252747454447,0.187907947236008,0.7729072480130871,0,0,0,0,2,0,0,5,0,0,0,0,0,3,0,6,0.6056094259710222,29,48,11.586206896551722
748faaf1-3227-4e09-bf7a-ed2910e64cef,France,18-24,Intermediate,"['movies', 'literature', 'cooking', 'technology']",A2,0.7821891069139091,2829,19,10,4,38,18,vocabulary,0.571169713759901,"['fluency', 'pronunciation']",0.914849223519686,0.5062306685937134,0.58993661245306,0.46361871135731936,0.475046262744297,21,17,16,16,0.6879452387826093,2024-10-04 19:59:15.351897,"['preposition_usage', 'article_usage']",0.055252747454447,0.187907947236008,0.7729072480130871,2,0,0,1,0,0,5,0,0,0,0,0,0,0,8,0,0.6056094259710222,29,48,11.586206896551722
